investor_id,Active_Months,Continuation_Status
INV002329,8,Consistent
INV002330,3,Dropped
INV002331,3,Dropped
INV002332,6,Consistent
INV002333,5,Dropped
INV002334,4,Dropped
INV002335,4,Dropped
INV002336,1,Dropped
INV002337,2,Dropped
INV002338,7,Consistent
INV002339,6,Consistent
INV002340,2,Dropped
INV002341,5,Dropped
INV002342,8,Consistent
INV002343,9,Consistent
INV002344,7,Consistent
INV002345,5,Dropped
INV002346,6,Consistent
INV002347,8,Consistent
INV002348,10,Consistent
INV002349,8,Consistent
INV002350,8,Consistent
INV002351,9,Consistent
INV002352,4,Dropped
INV002353,7,Consistent
INV002354,1,Dropped
INV002355,2,Dropped
INV002356,2,Dropped
INV002357,10,Consistent
INV002358,3,Dropped
INV002359,1,Dropped
INV002360,9,Consistent
INV002361,8,Consistent
INV002362,1,Dropped
INV002363,9,Consistent
INV002364,7,Consistent
INV002365,9,Consistent
INV002366,4,Dropped
INV002367,6,Consistent
INV002368,7,Consistent
INV002369,8,Consistent
INV002370,7,Consistent
INV002371,2,Dropped
INV002372,9,Consistent
INV002373,9,Consistent
INV002374,9,Consistent
INV002375,2,Dropped
INV002376,1,Dropped
INV002377,4,Dropped
INV002378,5,Dropped
INV002379,5,Dropped
INV002380,4,Dropped
INV002381,6,Consistent
INV002382,6,Consistent
INV002383,3,Dropped
INV002384,9,Consistent
INV002385,2,Dropped
INV002386,1,Dropped
INV002387,8,Consistent
INV002388,8,Consistent
INV002389,9,Consistent
INV002390,7,Consistent
INV002391,6,Consistent
INV002392,6,Consistent
INV002393,8,Consistent
INV002394,5,Dropped
INV002395,5,Dropped
INV002396,3,Dropped
INV002397,6,Consistent
INV002398,1,Dropped
INV002399,9,Consistent
INV002400,9,Consistent
INV002401,7,Consistent
INV002402,9,Consistent
INV002403,4,Dropped
INV002404,2,Dropped
INV002405,4,Dropped
INV002406,2,Dropped
INV002407,6,Consistent
INV002408,2,Dropped
INV002409,9,Consistent
INV002410,1,Dropped
INV002411,3,Dropped
INV002412,6,Consistent
INV002413,7,Consistent
INV002414,5,Dropped
INV002415,9,Consistent
INV002416,8,Consistent
INV002417,5,Dropped
INV002418,6,Consistent
INV002419,4,Dropped
INV002420,9,Consistent
INV002421,2,Dropped
INV002422,9,Consistent
INV002423,4,Dropped
INV002424,5,Dropped
INV002425,4,Dropped
INV002426,5,Dropped
INV002427,7,Consistent
INV002428,3,Dropped
INV002429,6,Consistent
INV002430,9,Consistent
INV002431,7,Consistent
INV002432,2,Dropped
INV002433,1,Dropped
INV002434,6,Consistent
INV002435,4,Dropped
INV002436,4,Dropped
INV002437,6,Consistent
INV002438,3,Dropped
INV002439,2,Dropped
INV002440,5,Dropped
INV002441,4,Dropped
INV002442,2,Dropped
INV002443,1,Dropped
INV002444,6,Consistent
INV002445,8,Consistent
INV002446,6,Consistent
INV002447,2,Dropped
INV002448,3,Dropped
INV002449,2,Dropped
INV002450,3,Dropped
INV002451,2,Dropped
INV002452,6,Consistent
INV002453,8,Consistent
INV002454,7,Consistent
INV002455,1,Dropped
INV002456,2,Dropped
INV002457,2,Dropped
INV002458,9,Consistent
INV002459,10,Consistent
INV002460,5,Dropped
INV002461,6,Consistent
INV002462,1,Dropped
INV002463,4,Dropped
INV002464,6,Consistent
INV002465,5,Dropped
INV002466,9,Consistent
INV002467,8,Consistent
INV002468,6,Consistent
INV002469,7,Consistent
INV002470,1,Dropped
INV002471,5,Dropped
INV002472,10,Consistent
INV002473,6,Consistent
INV002474,1,Dropped
INV002475,9,Consistent
INV002476,7,Consistent
INV002477,2,Dropped
INV002478,2,Dropped
INV002479,2,Dropped
INV002480,1,Dropped
INV002481,2,Dropped
INV002482,1,Dropped
INV002483,7,Consistent
INV002484,2,Dropped
INV002485,7,Consistent
INV002486,7,Consistent
INV002487,3,Dropped
INV002488,7,Consistent
INV002489,2,Dropped
INV002490,9,Consistent
INV002491,4,Dropped
INV002492,1,Dropped
INV002493,4,Dropped
INV002494,3,Dropped
INV002495,8,Consistent
INV002496,7,Consistent
INV002497,7,Consistent
INV002498,2,Dropped
INV002499,8,Consistent
INV002500,9,Consistent
INV002501,1,Dropped
INV002502,6,Consistent
INV002503,7,Consistent
INV002504,6,Consistent
INV002505,4,Dropped
INV002506,8,Consistent
INV002507,5,Dropped
INV002508,7,Consistent
INV002509,11,Consistent
INV002510,7,Consistent
INV002511,2,Dropped
INV002512,4,Dropped
INV002513,5,Dropped
INV002514,3,Dropped
INV002515,5,Dropped
INV002516,3,Dropped
INV002517,1,Dropped
INV002518,5,Dropped
INV002519,1,Dropped
INV002520,8,Consistent
INV002521,6,Consistent
INV002522,1,Dropped
INV002523,9,Consistent
INV002524,3,Dropped
INV002525,2,Dropped
INV002526,8,Consistent
INV002527,9,Consistent
INV002528,4,Dropped
INV002529,6,Consistent
INV002530,7,Consistent
INV002531,8,Consistent
INV002532,4,Dropped
INV002533,5,Dropped
INV002534,3,Dropped
INV002535,8,Consistent
INV002536,5,Dropped
INV002537,1,Dropped
INV002538,2,Dropped
INV002539,2,Dropped
INV002540,4,Dropped
INV002541,4,Dropped
INV002542,9,Consistent
INV002543,8,Consistent
INV002544,1,Dropped
INV002545,5,Dropped
INV002546,9,Consistent
INV002547,8,Consistent
INV002548,6,Consistent
INV002549,6,Consistent
INV002550,3,Dropped
INV002551,6,Consistent
INV002552,11,Consistent
INV002553,9,Consistent
INV002554,6,Consistent
INV002555,8,Consistent
INV002556,6,Consistent
INV002557,6,Consistent
INV002558,8,Consistent
INV002559,3,Dropped
INV002560,6,Consistent
INV002561,4,Dropped
INV002562,1,Dropped
INV002563,8,Consistent
INV002564,3,Dropped
INV002565,8,Consistent
INV002566,7,Consistent
INV002567,11,Consistent
INV002568,7,Consistent
INV002569,2,Dropped
INV002570,8,Consistent
INV002571,8,Consistent
INV002572,9,Consistent
INV002573,1,Dropped
INV002574,11,Consistent
INV002575,9,Consistent
INV002576,6,Consistent
INV002577,3,Dropped
INV002578,4,Dropped
INV002579,5,Dropped
INV002580,4,Dropped
INV002581,1,Dropped
INV002582,8,Consistent
INV002583,7,Consistent
INV002584,3,Dropped
INV002585,9,Consistent
INV002586,7,Consistent
INV002587,5,Dropped
INV002588,8,Consistent
INV002589,1,Dropped
INV002590,10,Consistent
INV002591,8,Consistent
INV002592,5,Dropped
INV002593,3,Dropped
INV002594,7,Consistent
INV002595,4,Dropped
INV002596,3,Dropped
INV002597,4,Dropped
INV002598,7,Consistent
INV002599,5,Dropped
INV002600,5,Dropped
INV002601,3,Dropped
INV002602,9,Consistent
INV002603,5,Dropped
INV002604,6,Consistent
INV002605,4,Dropped
INV002606,6,Consistent
INV002607,4,Dropped
INV002608,4,Dropped
INV002609,2,Dropped
INV002610,5,Dropped
INV002611,6,Consistent
INV002612,2,Dropped
INV002613,12,Consistent
INV002614,3,Dropped
INV002615,1,Dropped
INV002616,4,Dropped
INV002617,4,Dropped
INV002618,1,Dropped
INV002619,5,Dropped
INV002620,2,Dropped
INV002621,5,Dropped
INV002622,9,Consistent
INV002623,1,Dropped
INV002624,4,Dropped
INV002625,6,Consistent
INV002626,5,Dropped
INV002627,6,Consistent
INV002628,6,Consistent
INV002629,4,Dropped
INV002630,7,Consistent
INV002631,8,Consistent
INV002632,8,Consistent
INV002633,10,Consistent
INV002634,5,Dropped
INV002635,8,Consistent
INV002636,2,Dropped
INV002637,5,Dropped
INV002638,4,Dropped
INV002639,5,Dropped
INV002640,9,Consistent
INV002641,6,Consistent
INV002642,8,Consistent
INV002643,6,Consistent
INV002644,1,Dropped
INV002645,9,Consistent
INV002646,1,Dropped
INV002647,6,Consistent
INV002648,6,Consistent
INV002649,4,Dropped
INV002650,5,Dropped
INV002651,5,Dropped
INV002652,7,Consistent
INV002653,1,Dropped
INV002654,8,Consistent
INV002655,2,Dropped
INV002656,8,Consistent
INV002657,5,Dropped
INV002658,6,Consistent
INV002659,8,Consistent
INV002660,5,Dropped
INV002661,2,Dropped
INV002662,3,Dropped
INV002663,1,Dropped
INV002664,6,Consistent
INV002665,1,Dropped
INV002666,10,Consistent
INV002667,1,Dropped
INV002668,9,Consistent
INV002669,3,Dropped
INV002670,3,Dropped
INV002671,10,Consistent
INV002672,1,Dropped
INV002673,8,Consistent
INV002674,9,Consistent
INV002675,10,Consistent
INV002676,4,Dropped
INV002677,2,Dropped
INV002678,1,Dropped
INV002679,7,Consistent
INV002680,3,Dropped
INV002681,6,Consistent
INV002682,7,Consistent
INV002683,3,Dropped
INV002684,8,Consistent
INV002685,6,Consistent
INV002686,5,Dropped
INV002687,7,Consistent
INV002688,7,Consistent
INV002689,8,Consistent
INV002690,4,Dropped
INV002691,2,Dropped
INV002692,7,Consistent
INV002693,10,Consistent
INV002694,4,Dropped
INV002695,1,Dropped
INV002696,6,Consistent
INV002697,7,Consistent
INV002698,7,Consistent
INV002699,4,Dropped
INV002700,8,Consistent
INV002701,4,Dropped
INV002702,7,Consistent
INV002703,4,Dropped
INV002704,7,Consistent
INV002705,6,Consistent
INV002706,9,Consistent
INV002707,8,Consistent
INV002708,7,Consistent
INV002709,2,Dropped
INV002710,1,Dropped
INV002711,7,Consistent
INV002712,9,Consistent
INV002713,2,Dropped
INV002714,5,Dropped
INV002715,1,Dropped
INV002716,4,Dropped
INV002717,4,Dropped
INV002718,7,Consistent
INV002719,3,Dropped
INV002720,4,Dropped
INV002721,1,Dropped
INV002722,6,Consistent
INV002723,6,Consistent
INV002724,8,Consistent
INV002725,6,Consistent
INV002726,7,Consistent
INV002727,7,Consistent
INV002728,1,Dropped
INV002729,8,Consistent
INV002730,1,Dropped
INV002731,2,Dropped
INV002732,9,Consistent
INV002733,5,Dropped
INV002734,5,Dropped
INV002735,10,Consistent
INV002736,9,Consistent
INV002737,9,Consistent
INV002738,4,Dropped
INV002739,3,Dropped
INV002740,7,Consistent
INV002741,4,Dropped
INV002742,1,Dropped
INV002743,7,Consistent
INV002744,9,Consistent
INV002745,6,Consistent
INV002746,7,Consistent
INV002747,6,Consistent
INV002748,5,Dropped
INV002749,3,Dropped
INV002750,6,Consistent
INV002751,8,Consistent
INV002752,8,Consistent
INV002753,9,Consistent
INV002754,6,Consistent
INV002755,1,Dropped
INV002756,3,Dropped
INV002757,4,Dropped
INV002758,6,Consistent
INV002759,7,Consistent
INV002760,1,Dropped
INV002761,8,Consistent
INV002762,7,Consistent
INV002763,2,Dropped
INV002764,6,Consistent
INV002765,5,Dropped
INV002766,8,Consistent
INV002767,7,Consistent
INV002768,1,Dropped
INV002769,9,Consistent
INV002770,5,Dropped
INV002771,4,Dropped
INV002772,7,Consistent
INV002773,2,Dropped
INV002774,6,Consistent
INV002775,7,Consistent
INV002776,5,Dropped
INV002777,3,Dropped
INV002778,3,Dropped
INV002779,10,Consistent
INV002780,4,Dropped
INV002781,3,Dropped
INV002782,4,Dropped
INV002783,8,Consistent
INV002784,7,Consistent
INV002785,5,Dropped
INV002786,10,Consistent
INV002787,6,Consistent
INV002788,9,Consistent
INV002789,3,Dropped
INV002790,3,Dropped
INV002791,3,Dropped
INV002792,4,Dropped
INV002793,5,Dropped
INV002794,6,Consistent
INV002795,1,Dropped
INV002796,6,Consistent
INV002797,2,Dropped
INV002798,7,Consistent
INV002799,7,Consistent
INV002800,8,Consistent
INV002801,6,Consistent
INV002802,5,Dropped
INV002803,7,Consistent
INV002804,7,Consistent
INV002805,4,Dropped
INV002806,4,Dropped
INV002807,4,Dropped
INV002808,7,Consistent
INV002809,5,Dropped
INV002810,7,Consistent
INV002811,8,Consistent
INV002812,1,Dropped
INV002813,8,Consistent
INV002814,2,Dropped
INV002815,2,Dropped
INV002816,2,Dropped
INV002817,4,Dropped
INV002818,4,Dropped
INV002819,5,Dropped
INV002820,3,Dropped
INV002821,2,Dropped
INV002822,8,Consistent
INV002823,4,Dropped
INV002824,11,Consistent
INV002825,4,Dropped
INV002826,7,Consistent
INV002827,8,Consistent
INV002828,11,Consistent
INV002829,4,Dropped
INV002830,4,Dropped
INV002831,7,Consistent
INV002832,8,Consistent
INV002833,3,Dropped
INV002834,7,Consistent
INV002835,6,Consistent
INV002836,1,Dropped
INV002837,2,Dropped
INV002838,9,Consistent
INV002839,4,Dropped
INV002840,4,Dropped
INV002841,6,Consistent
INV002842,1,Dropped
INV002843,7,Consistent
INV002844,1,Dropped
INV002845,2,Dropped
INV002846,4,Dropped
INV002847,8,Consistent
INV002848,2,Dropped
INV002849,5,Dropped
INV002850,9,Consistent
INV002851,5,Dropped
INV002852,8,Consistent
INV002853,4,Dropped
INV002854,4,Dropped
INV002855,3,Dropped
INV002856,5,Dropped
INV002857,1,Dropped
INV002858,4,Dropped
INV002859,9,Consistent
INV002860,3,Dropped
INV002861,8,Consistent
INV002862,8,Consistent
INV002863,9,Consistent
INV002864,7,Consistent
INV002865,8,Consistent
INV002866,4,Dropped
INV002867,5,Dropped
INV002868,6,Consistent
INV002869,6,Consistent
INV002870,9,Consistent
INV002871,2,Dropped
INV002872,5,Dropped
INV002873,7,Consistent
INV002874,5,Dropped
INV002875,2,Dropped
INV002876,4,Dropped
INV002877,6,Consistent
INV002878,2,Dropped
INV002879,7,Consistent
INV002880,1,Dropped
INV002881,7,Consistent
INV002882,5,Dropped
INV002883,9,Consistent
INV002884,2,Dropped
INV002885,2,Dropped
INV002886,8,Consistent
INV002887,1,Dropped
INV002888,7,Consistent
INV002889,2,Dropped
INV002890,7,Consistent
INV002891,9,Consistent
INV002892,4,Dropped
INV002893,8,Consistent
INV002894,5,Dropped
INV002895,5,Dropped
INV002896,5,Dropped
INV002897,7,Consistent
INV002898,2,Dropped
INV002899,5,Dropped
INV002900,6,Consistent
INV002901,5,Dropped
INV002902,3,Dropped
INV002903,8,Consistent
INV002904,7,Consistent
INV002905,9,Consistent
INV002906,8,Consistent
INV002907,1,Dropped
INV002908,3,Dropped
INV002909,7,Consistent
INV002910,3,Dropped
INV002911,8,Consistent
INV002912,9,Consistent
INV002913,8,Consistent
INV002914,4,Dropped
INV002915,6,Consistent
INV002916,1,Dropped
INV002917,3,Dropped
INV002918,1,Dropped
INV002919,1,Dropped
INV002920,3,Dropped
INV002921,7,Consistent
INV002922,3,Dropped
INV002923,2,Dropped
INV002924,7,Consistent
INV002925,4,Dropped
INV002926,6,Consistent
INV002927,8,Consistent
INV002928,9,Consistent
INV002929,8,Consistent
INV002930,4,Dropped
INV002931,8,Consistent
INV002932,8,Consistent
INV002933,7,Consistent
INV002934,9,Consistent
INV002935,9,Consistent
INV002936,1,Dropped
INV002937,6,Consistent
INV002938,2,Dropped
INV002939,10,Consistent
INV002940,5,Dropped
INV002941,6,Consistent
INV002942,8,Consistent
INV002943,6,Consistent
INV002944,6,Consistent
INV002945,9,Consistent
INV002946,4,Dropped
INV002947,7,Consistent
INV002948,6,Consistent
INV002949,3,Dropped
INV002950,9,Consistent
INV002951,7,Consistent
INV002952,4,Dropped
INV002953,4,Dropped
INV002954,7,Consistent
INV002955,2,Dropped
INV002956,7,Consistent
INV002957,7,Consistent
INV002958,2,Dropped
INV002959,2,Dropped
INV002960,1,Dropped
INV002961,6,Consistent
INV002962,1,Dropped
INV002963,3,Dropped
INV002964,7,Consistent
INV002965,1,Dropped
INV002966,7,Consistent
INV002967,3,Dropped
INV002968,3,Dropped
INV002969,6,Consistent
INV002970,4,Dropped
INV002971,3,Dropped
INV002972,1,Dropped
INV002973,3,Dropped
INV002974,10,Consistent
INV002975,4,Dropped
INV002976,3,Dropped
INV002977,4,Dropped
INV002978,5,Dropped
INV002979,7,Consistent
INV002980,6,Consistent
INV002981,3,Dropped
INV002982,5,Dropped
INV002983,6,Consistent
INV002984,8,Consistent
INV002985,5,Dropped
INV002986,5,Dropped
INV002987,4,Dropped
INV002988,3,Dropped
INV002989,9,Consistent
INV002990,2,Dropped
INV002991,3,Dropped
INV002992,6,Consistent
INV002993,8,Consistent
INV002994,6,Consistent
INV002995,1,Dropped
INV002996,10,Consistent
INV002997,6,Consistent
INV002998,2,Dropped
INV002999,1,Dropped
INV003000,6,Consistent
INV003001,2,Dropped
INV003002,7,Consistent
INV003003,9,Consistent
INV003004,7,Consistent
INV003005,7,Consistent
INV003006,3,Dropped
INV003007,9,Consistent
INV003008,6,Consistent
INV003009,8,Consistent
INV003010,6,Consistent
INV003011,7,Consistent
INV003012,4,Dropped
INV003013,3,Dropped
INV003014,6,Consistent
INV003015,11,Consistent
INV003016,6,Consistent
INV003017,5,Dropped
INV003018,4,Dropped
INV003019,1,Dropped
INV003020,2,Dropped
INV003021,6,Consistent
INV003022,8,Consistent
INV003023,4,Dropped
INV003024,7,Consistent
INV003025,9,Consistent
INV003026,3,Dropped
INV003027,7,Consistent
INV003028,7,Consistent
INV003029,3,Dropped
INV003030,2,Dropped
INV003031,6,Consistent
INV003032,2,Dropped
INV003033,9,Consistent
INV003034,6,Consistent
INV003035,2,Dropped
INV003036,8,Consistent
INV003037,9,Consistent
INV003038,4,Dropped
INV003039,1,Dropped
INV003040,8,Consistent
INV003041,9,Consistent
INV003042,4,Dropped
INV003043,9,Consistent
INV003044,8,Consistent
INV003045,8,Consistent
INV003046,4,Dropped
INV003047,10,Consistent
INV003048,4,Dropped
INV003049,7,Consistent
INV003050,3,Dropped
INV003051,5,Dropped
INV003052,3,Dropped
INV003053,4,Dropped
INV003054,7,Consistent
INV003055,7,Consistent
INV003056,1,Dropped
INV003057,10,Consistent
INV003058,7,Consistent
INV003059,3,Dropped
INV003060,11,Consistent
INV003061,7,Consistent
INV003062,2,Dropped
INV003063,7,Consistent
INV003064,4,Dropped
INV003065,8,Consistent
INV003066,3,Dropped
INV003067,2,Dropped
INV003068,5,Dropped
INV003069,5,Dropped
INV003070,9,Consistent
INV003071,3,Dropped
INV003072,2,Dropped
INV003073,9,Consistent
INV003074,8,Consistent
INV003075,8,Consistent
INV003076,3,Dropped
INV003077,7,Consistent
INV003078,8,Consistent
INV003079,7,Consistent
INV003080,2,Dropped
INV003081,4,Dropped
INV003082,7,Consistent
INV003083,9,Consistent
INV003084,3,Dropped
INV003085,3,Dropped
INV003086,5,Dropped
INV003087,2,Dropped
INV003088,2,Dropped
INV003089,8,Consistent
INV003090,4,Dropped
INV003091,6,Consistent
INV003092,2,Dropped
INV003093,2,Dropped
INV003094,1,Dropped
INV003095,7,Consistent
INV003096,2,Dropped
INV003097,11,Consistent
INV003098,3,Dropped
INV003099,4,Dropped
INV003100,6,Consistent
INV003101,6,Consistent
INV003102,9,Consistent
INV003103,5,Dropped
INV003104,3,Dropped
INV003105,9,Consistent
INV003106,1,Dropped
INV003107,1,Dropped
INV003108,4,Dropped
INV003109,5,Dropped
INV003110,7,Consistent
INV003111,7,Consistent
INV003112,6,Consistent
INV003113,10,Consistent
INV003114,1,Dropped
INV003115,4,Dropped
INV003116,5,Dropped
INV003117,9,Consistent
INV003118,3,Dropped
INV003119,8,Consistent
INV003120,6,Consistent
INV003121,8,Consistent
INV003122,2,Dropped
INV003123,6,Consistent
INV003124,9,Consistent
INV003125,7,Consistent
INV003126,1,Dropped
INV003127,4,Dropped
INV003128,5,Dropped
INV003129,6,Consistent
INV003130,6,Consistent
INV003131,2,Dropped
INV003132,5,Dropped
INV003133,3,Dropped
INV003134,8,Consistent
INV003135,1,Dropped
INV003136,3,Dropped
INV003137,2,Dropped
INV003138,2,Dropped
INV003139,8,Consistent
INV003140,8,Consistent
INV003141,8,Consistent
INV003142,3,Dropped
INV003143,4,Dropped
INV003144,9,Consistent
INV003145,3,Dropped
INV003146,10,Consistent
INV003147,5,Dropped
INV003148,1,Dropped
INV003149,2,Dropped
INV003150,7,Consistent
INV003151,7,Consistent
INV003152,1,Dropped
INV003153,7,Consistent
INV003154,4,Dropped
INV003155,2,Dropped
INV003156,1,Dropped
INV003157,4,Dropped
INV003158,7,Consistent
INV003159,4,Dropped
INV003160,7,Consistent
INV003161,8,Consistent
INV003162,3,Dropped
INV003163,3,Dropped
INV003164,4,Dropped
INV003165,7,Consistent
INV003166,6,Consistent
INV003167,5,Dropped
INV003168,7,Consistent
INV003169,5,Dropped
INV003170,1,Dropped
INV003171,6,Consistent
INV003172,1,Dropped
INV003173,9,Consistent
INV003174,7,Consistent
INV003175,2,Dropped
INV003176,6,Consistent
INV003177,2,Dropped
INV003178,9,Consistent
INV003179,8,Consistent
INV003180,1,Dropped
INV003181,5,Dropped
INV003182,3,Dropped
INV003183,3,Dropped
INV003184,6,Consistent
INV003185,8,Consistent
INV003186,1,Dropped
INV003187,5,Dropped
INV003188,7,Consistent
INV003189,9,Consistent
INV003190,4,Dropped
INV003191,8,Consistent
INV003192,7,Consistent
INV003193,7,Consistent
INV003194,6,Consistent
INV003195,2,Dropped
INV003196,7,Consistent
INV003197,3,Dropped
INV003198,4,Dropped
INV003199,2,Dropped
INV003200,9,Consistent
INV003201,8,Consistent
INV003202,7,Consistent
INV003203,7,Consistent
INV003204,3,Dropped
INV003205,10,Consistent
INV003206,6,Consistent
INV003207,3,Dropped
INV003208,4,Dropped
INV003209,7,Consistent
INV003210,8,Consistent
INV003211,9,Consistent
INV003212,5,Dropped
INV003213,4,Dropped
INV003214,7,Consistent
INV003215,10,Consistent
INV003216,5,Dropped
INV003217,2,Dropped
INV003218,7,Consistent
INV003219,8,Consistent
INV003220,6,Consistent
INV003221,8,Consistent
INV003222,8,Consistent
INV003223,7,Consistent
INV003224,5,Dropped
INV003225,8,Consistent
INV003226,7,Consistent
INV003227,7,Consistent
INV003228,5,Dropped
INV003229,3,Dropped
INV003230,9,Consistent
INV003231,7,Consistent
INV003232,8,Consistent
INV003233,3,Dropped
INV003234,8,Consistent
INV003235,6,Consistent
INV003236,9,Consistent
INV003237,5,Dropped
INV003238,6,Consistent
INV003239,4,Dropped
INV003240,6,Consistent
INV003241,2,Dropped
INV003242,8,Consistent
INV003243,5,Dropped
INV003244,6,Consistent
INV003245,4,Dropped
INV003246,3,Dropped
INV003247,9,Consistent
INV003248,8,Consistent
INV003249,3,Dropped
INV003250,7,Consistent
INV003251,5,Dropped
INV003252,5,Dropped
INV003253,6,Consistent
INV003254,6,Consistent
INV003255,1,Dropped
INV003256,9,Consistent
INV003257,6,Consistent
INV003258,9,Consistent
INV003259,2,Dropped
INV003260,8,Consistent
INV003261,4,Dropped
INV003262,8,Consistent
INV003263,6,Consistent
INV003264,7,Consistent
INV003265,4,Dropped
INV003266,1,Dropped
INV003267,7,Consistent
INV003268,3,Dropped
INV003269,5,Dropped
INV003270,6,Consistent
INV003271,7,Consistent
INV003272,4,Dropped
INV003273,7,Consistent
INV003274,1,Dropped
INV003275,3,Dropped
INV003276,6,Consistent
INV003277,9,Consistent
INV003278,4,Dropped
INV003279,9,Consistent
INV003280,4,Dropped
INV003281,2,Dropped
INV003282,3,Dropped
INV003283,2,Dropped
INV003284,2,Dropped
INV003285,3,Dropped
INV003286,2,Dropped
INV003287,9,Consistent
INV003288,9,Consistent
INV003289,9,Consistent
INV003290,1,Dropped
INV003291,8,Consistent
INV003292,2,Dropped
INV003293,1,Dropped
INV003294,6,Consistent
INV003295,5,Dropped
INV003296,6,Consistent
INV003297,9,Consistent
INV003298,7,Consistent
INV003299,2,Dropped
INV003300,5,Dropped
INV003301,8,Consistent
INV003302,5,Dropped
INV003303,2,Dropped
INV003304,10,Consistent
INV003305,5,Dropped
INV003306,7,Consistent
INV003307,2,Dropped
INV003308,9,Consistent
INV003309,4,Dropped
INV003310,9,Consistent
INV003311,8,Consistent
INV003312,2,Dropped
INV003313,5,Dropped
INV003314,8,Consistent
INV003315,4,Dropped
INV003316,3,Dropped
INV003317,8,Consistent
INV003318,1,Dropped
INV003319,3,Dropped
INV003320,7,Consistent
INV003321,7,Consistent
INV003322,5,Dropped
INV003323,1,Dropped
INV003324,6,Consistent
INV003325,6,Consistent
INV003326,4,Dropped
INV003327,2,Dropped
INV003328,3,Dropped
INV003329,7,Consistent
INV003330,2,Dropped
INV003331,6,Consistent
INV003332,6,Consistent
INV003333,1,Dropped
INV003334,3,Dropped
INV003335,5,Dropped
INV003336,7,Consistent
INV003337,2,Dropped
INV003338,8,Consistent
INV003339,1,Dropped
INV003340,10,Consistent
INV003341,8,Consistent
INV003342,8,Consistent
INV003343,9,Consistent
INV003344,7,Consistent
INV003345,6,Consistent
INV003346,6,Consistent
INV003347,5,Dropped
INV003348,2,Dropped
INV003349,3,Dropped
INV003350,6,Consistent
INV003351,7,Consistent
INV003352,7,Consistent
INV003353,3,Dropped
INV003354,9,Consistent
INV003355,6,Consistent
INV003356,4,Dropped
INV003357,7,Consistent
INV003358,2,Dropped
INV003359,5,Dropped
INV003360,10,Consistent
INV003361,4,Dropped
INV003362,4,Dropped
INV003363,6,Consistent
INV003364,1,Dropped
INV003365,2,Dropped
INV003366,8,Consistent
INV003367,1,Dropped
INV003368,1,Dropped
INV003369,6,Consistent
INV003370,6,Consistent
INV003371,4,Dropped
INV003372,6,Consistent
INV003373,10,Consistent
INV003374,7,Consistent
INV003375,7,Consistent
INV003376,7,Consistent
INV003377,5,Dropped
INV003378,1,Dropped
INV003379,9,Consistent
INV003380,8,Consistent
INV003381,8,Consistent
INV003382,8,Consistent
INV003383,3,Dropped
INV003384,2,Dropped
INV003385,4,Dropped
INV003386,1,Dropped
INV003387,6,Consistent
INV003388,8,Consistent
INV003389,7,Consistent
INV003390,3,Dropped
INV003391,6,Consistent
INV003392,4,Dropped
INV003393,9,Consistent
INV003394,6,Consistent
INV003395,8,Consistent
INV003396,5,Dropped
INV003397,4,Dropped
INV003398,9,Consistent
INV003399,5,Dropped
INV003400,4,Dropped
INV003401,6,Consistent
INV003402,5,Dropped
INV003403,6,Consistent
INV003404,8,Consistent
INV003405,7,Consistent
INV003406,7,Consistent
INV003407,10,Consistent
INV003408,6,Consistent
INV003409,7,Consistent
INV003410,6,Consistent
INV003411,9,Consistent
INV003412,6,Consistent
INV003413,1,Dropped
INV003414,4,Dropped
INV003415,5,Dropped
INV003416,2,Dropped
INV003417,2,Dropped
INV003418,4,Dropped
INV003419,8,Consistent
INV003420,5,Dropped
INV003421,4,Dropped
INV003422,7,Consistent
INV003423,6,Consistent
INV003424,8,Consistent
INV003425,4,Dropped
INV003426,5,Dropped
INV003427,7,Consistent
INV003428,8,Consistent
INV003429,7,Consistent
INV003430,6,Consistent
INV003431,7,Consistent
INV003432,6,Consistent
INV003433,3,Dropped
INV003434,1,Dropped
INV003435,8,Consistent
INV003436,8,Consistent
INV003437,8,Consistent
INV003438,7,Consistent
INV003439,4,Dropped
INV003440,1,Dropped
INV003441,4,Dropped
INV003442,2,Dropped
INV003443,4,Dropped
INV003444,3,Dropped
INV003445,3,Dropped
INV003446,2,Dropped
INV003447,1,Dropped
INV003448,9,Consistent
INV003449,7,Consistent
INV003450,11,Consistent
INV003451,5,Dropped
INV003452,4,Dropped
INV003453,4,Dropped
INV003454,3,Dropped
INV003455,9,Consistent
INV003456,2,Dropped
INV003457,5,Dropped
INV003458,9,Consistent
INV003459,9,Consistent
INV003460,6,Consistent
INV003461,3,Dropped
INV003462,8,Consistent
INV003463,5,Dropped
INV003464,3,Dropped
INV003465,1,Dropped
INV003466,1,Dropped
INV003467,5,Dropped
INV003468,3,Dropped
INV003469,6,Consistent
INV003470,3,Dropped
INV003471,4,Dropped
INV003472,1,Dropped
INV003473,6,Consistent
INV003474,1,Dropped
INV003475,8,Consistent
INV003476,3,Dropped
INV003477,6,Consistent
INV003478,9,Consistent
INV003479,8,Consistent
INV003480,7,Consistent
INV003481,1,Dropped
INV003482,1,Dropped
INV003483,3,Dropped
INV003484,3,Dropped
INV003485,4,Dropped
INV003486,1,Dropped
INV003487,9,Consistent
INV003488,3,Dropped
INV003489,1,Dropped
INV003490,3,Dropped
INV003491,10,Consistent
INV003492,8,Consistent
INV003493,3,Dropped
